ID,Date,Home Team,Home Score,Away Team,Away Score
4609,2011-09-20,Arizona Diamondbacks,3,Pittsburgh Pirates,5
4610,2011-09-20,Oakland Athletics,2,Texas Rangers,7
4611,2011-09-20,Los Angeles Dodgers,2,San Francisco Giants,1
4612,2011-09-21,Cincinnati Reds,2,Houston Astros,0
4613,2011-09-21,New York Yankees,4,Tampa Bay Rays,2
4614,2011-09-21,New York Yankees,4,Tampa Bay Rays,2
4615,2011-09-21,Chicago Cubs,7,Milwaukee Brewers,1
4616,2011-09-21,Colorado Rockies,0,San Diego Padres,4
4617,2011-09-21,Arizona Diamondbacks,8,Pittsburgh Pirates,5
4618,2011-09-21,Philadelphia Phillies,5,Washington Nationals,7
4619,2011-09-21,Cleveland Guardians,4,Chicago White Sox,8
4620,2011-09-21,Toronto Blue Jays,2,Los Angeles Angels,7
4621,2011-09-21,Boston Red Sox,4,Baltimore Orioles,6
4622,2011-09-21,Kansas City Royals,3,Detroit Tigers,6
4623,2011-09-21,Minnesota Twins,4,Seattle Mariners,5
4624,2011-09-21,St. Louis Cardinals,6,New York Mets,5
4625,2011-09-21,Oakland Athletics,2,Texas Rangers,3
4626,2011-09-21,Los Angeles Dodgers,5,San Francisco Giants,8
4627,2011-09-22,Minnesota Twins,3,Seattle Mariners,2
4628,2011-09-22,St. Louis Cardinals,6,New York Mets,8
4629,2011-09-22,Oakland Athletics,4,Texas Rangers,3
4630,2011-09-22,Detroit Tigers,5,Baltimore Orioles,6
4631,2011-09-22,Philadelphia Phillies,1,Washington Nationals,6
4632,2011-09-22,Cleveland Guardians,11,Chicago White Sox,2
4633,2011-09-22,New York Yankees,8,Tampa Bay Rays,15
4634,2011-09-22,Toronto Blue Jays,4,Los Angeles Angels,3
4635,2011-09-22,Houston Astros,9,Colorado Rockies,6
4636,2011-09-22,Los Angeles Dodgers,8,San Francisco Giants,2
4637,2011-09-23,Detroit Tigers,4,Baltimore Orioles,3
4638,2011-09-23,Pittsburgh Pirates,4,Cincinnati Reds,3
4639,2011-09-23,Cleveland Guardians,6,Minnesota Twins,5
4640,2011-09-23,Washington Nationals,4,Atlanta Braves,7
4641,2011-09-23,Tampa Bay Rays,1,Toronto Blue Jays,5
4642,2011-09-23,Houston Astros,11,Colorado Rockies,2
4643,2011-09-23,Texas Rangers,5,Seattle Mariners,3
4644,2011-09-23,Chicago White Sox,1,Kansas City Royals,11
4645,2011-09-23,Milwaukee Brewers,4,,1
4646,2011-09-23,St. Louis Cardinals,1,Chicago Cubs,5
4647,2011-09-23,Arizona Diamondbacks,3,San Francisco Giants,1
4648,2011-09-23,Los Angeles Angels,1,Oakland Athletics,3
4649,2011-09-23,San Diego Padres,0,Los Angeles Dodgers,2
4650,2011-09-24,Cleveland Guardians,8,Minnesota Twins,2
4651,2011-09-24,Cleveland Guardians,7,Minnesota Twins,6
4652,2011-09-24,Washington Nationals,4,Atlanta Braves,1
4653,2011-09-24,St. Louis Cardinals,2,Chicago Cubs,1
4654,2011-09-24,New York Mets,2,Philadelphia Phillies,1
4655,2011-09-24,New York Mets,6,Philadelphia Phillies,3
4656,2011-09-24,Texas Rangers,7,Seattle Mariners,3
4657,2011-09-24,New York Yankees,9,Boston Red Sox,1
4658,2011-09-24,Detroit Tigers,5,Baltimore Orioles,6
4659,2011-09-24,Houston Astros,2,Colorado Rockies,4
4660,2011-09-24,Pittsburgh Pirates,4,Cincinnati Reds,3
4661,2011-09-24,Tampa Bay Rays,6,Toronto Blue Jays,2
4662,2011-09-24,Chicago White Sox,6,Kansas City Royals,3
4663,2011-09-24,Milwaukee Brewers,6,,4
4664,2011-09-24,Arizona Diamondbacks,15,San Francisco Giants,2
4665,2011-09-24,San Diego Padres,3,Los Angeles Dodgers,0
4666,2011-09-24,Los Angeles Angels,4,Oakland Athletics,2
4667,2011-09-25,Detroit Tigers,10,Baltimore Orioles,6
4668,2011-09-25,Cleveland Guardians,4,Minnesota Twins,6
4669,2011-09-25,New York Yankees,6,Boston Red Sox,2
4670,2011-09-25,New York Yankees,4,Boston Red Sox,7
4671,2011-09-25,Pittsburgh Pirates,4,Cincinnati Reds,5
4672,2011-09-25,Washington Nationals,3,Atlanta Braves,0
4673,2011-09-25,Tampa Bay Rays,5,Toronto Blue Jays,2
4674,2011-09-25,Houston Astros,3,Colorado Rockies,19
4675,2011-09-25,New York Mets,4,Philadelphia Phillies,9
4676,2011-09-25,Chicago White Sox,1,Kansas City Royals,2
4677,2011-09-25,Milwaukee Brewers,9,,5
4678,2011-09-25,St. Louis Cardinals,3,Chicago Cubs,2
4679,2011-09-25,Texas Rangers,12,Seattle Mariners,5
4680,2011-09-25,Los Angeles Angels,5,Oakland Athletics,6
4681,2011-09-25,San Diego Padres,2,Los Angeles Dodgers,6
4682,2011-09-25,Arizona Diamondbacks,5,San Francisco Giants,2
4683,2011-09-26,Baltimore Orioles,6,Boston Red Sox,3
4684,2011-09-26,Detroit Tigers,14,Cleveland Guardians,0
4685,2011-09-26,New York Mets,5,Cincinnati Reds,6
4686,2011-09-26,Atlanta Braves,2,Philadelphia Phillies,4
4687,2011-09-26,Tampa Bay Rays,5,New York Yankees,2
4688,2011-09-26,Houston Astros,5,St. Louis Cardinals,4
4689,2011-09-26,Minnesota Twins,3,Kansas City Royals,7
4690,2011-09-26,Chicago White Sox,4,Toronto Blue Jays,3
4691,2011-09-26,Milwaukee Brewers,8,Pittsburgh Pirates,9
4692,2011-09-26,Arizona Diamondbacks,2,Los Angeles Dodgers,4
4693,2011-09-26,San Diego Padres,2,Chicago Cubs,0
4694,2011-09-26,Los Angeles Angels,3,Texas Rangers,4
4695,2011-09-26,Seattle Mariners,4,Oakland Athletics,2
4696,2011-09-26,San Francisco Giants,3,Colorado Rockies,1
4697,2011-09-27,Baltimore Orioles,7,Boston Red Sox,8
4698,2011-09-27,Detroit Tigers,9,Cleveland Guardians,6
4699,2011-09-27,New York Mets,4,Cincinnati Reds,5
4700,2011-09-27,Atlanta Braves,1,Philadelphia Phillies,7
4701,2011-09-27,Tampa Bay Rays,5,New York Yankees,3
4702,2011-09-27,Houston Astros,6,St. Louis Cardinals,13
4703,2011-09-27,Minnesota Twins,7,Kansas City Royals,4
4704,2011-09-27,Chicago White Sox,2,Toronto Blue Jays,1
4705,2011-09-27,Milwaukee Brewers,6,Pittsburgh Pirates,4
4706,2011-09-27,Arizona Diamondbacks,7,Los Angeles Dodgers,6
4707,2011-09-27,San Diego Padres,2,Chicago Cubs,6
4708,2011-09-27,Los Angeles Angels,3,Texas Rangers,10
4709,2011-09-27,Seattle Mariners,0,Oakland Athletics,7
4710,2011-09-27,San Francisco Giants,7,Colorado Rockies,0
4711,2011-09-28,New York Mets,3,Cincinnati Reds,0
4712,2011-09-28,Chicago White Sox,2,Toronto Blue Jays,3
4713,2011-09-28,San Francisco Giants,3,Colorado Rockies,6
4714,2011-09-28,Baltimore Orioles,4,Boston Red Sox,3
4715,2011-09-28,Detroit Tigers,5,Cleveland Guardians,4
4716,2011-09-28,Atlanta Braves,3,Philadelphia Phillies,4
4717,2011-09-28,Tampa Bay Rays,8,New York Yankees,7
4718,2011-09-28,Houston Astros,0,St. Louis Cardinals,8
4719,2011-09-28,Los Angeles Angels,1,Texas Rangers,3
4720,2011-09-28,Minnesota Twins,1,Kansas City Royals,0
4721,2011-09-28,Milwaukee Brewers,7,Pittsburgh Pirates,3
4722,2011-09-28,San Diego Padres,9,Chicago Cubs,2
4723,2011-09-28,Arizona Diamondbacks,5,Los Angeles Dodgers,7
4724,2011-09-28,Seattle Mariners,0,Oakland Athletics,2
4725,2011-09-29,Texas Rangers,0,Tampa Bay Rays,9
4726,2011-09-29,New York Yankees,9,Detroit Tigers,3
4727,2011-09-30,Texas Rangers,0,Tampa Bay Rays,9
4728,2011-09-30,New York Yankees,9,Detroit Tigers,3
4729,2011-10-01,Milwaukee Brewers,4,Arizona Diamondbacks,1
4730,2011-10-01,Philadelphia Phillies,11,St. Louis Cardinals,6
4731,2011-10-01,Texas Rangers,8,Tampa Bay Rays,6
4732,2011-10-01,New York Yankees,9,Detroit Tigers,3
4733,2011-10-02,New York Yankees,3,Detroit Tigers,5
4734,2011-10-02,Milwaukee Brewers,9,Arizona Diamondbacks,4
4735,2011-10-02,Philadelphia Phillies,4,St. Louis Cardinals,5
4736,2011-10-03,Tampa Bay Rays,3,Texas Rangers,4
4737,2011-10-03,Detroit Tigers,5,New York Yankees,4
4738,2011-10-04,Tampa Bay Rays,3,Texas Rangers,4
4739,2011-10-04,St. Louis Cardinals,2,Philadelphia Phillies,3
4740,2011-10-04,Detroit Tigers,1,New York Yankees,10
4741,2011-10-04,Arizona Diamondbacks,8,Milwaukee Brewers,1
4742,2011-10-05,St. Louis Cardinals,5,Philadelphia Phillies,3
4743,2011-10-05,Arizona Diamondbacks,10,Milwaukee Brewers,6
4744,2011-10-06,New York Yankees,2,Detroit Tigers,3
4745,2011-10-07,Milwaukee Brewers,3,Arizona Diamondbacks,2
4746,2011-10-07,Philadelphia Phillies,0,St. Louis Cardinals,1
4747,2011-10-08,Texas Rangers,3,Detroit Tigers,2
4748,2011-10-09,Milwaukee Brewers,9,St. Louis Cardinals,6
4749,2011-10-10,Texas Rangers,7,Detroit Tigers,3
4750,2011-10-10,Milwaukee Brewers,3,St. Louis Cardinals,12
4751,2011-10-11,Detroit Tigers,5,Texas Rangers,2
4752,2011-10-12,Detroit Tigers,3,Texas Rangers,7
4753,2011-10-12,St. Louis Cardinals,4,Milwaukee Brewers,3
4754,2011-10-13,Detroit Tigers,7,Texas Rangers,5
4755,2011-10-13,St. Louis Cardinals,2,Milwaukee Brewers,4
4756,2011-10-14,St. Louis Cardinals,7,Milwaukee Brewers,1
4757,2011-10-15,Texas Rangers,15,Detroit Tigers,5
4758,2011-10-16,Milwaukee Brewers,6,St. Louis Cardinals,12
4759,2011-10-18,St. Louis Cardinals,3,Texas Rangers,2
4760,2011-10-19,St. Louis Cardinals,3,Texas Rangers,2
4761,2011-10-20,St. Louis Cardinals,1,Texas Rangers,2
4762,2011-10-21,Texas Rangers,7,St. Louis Cardinals,16
4763,2011-10-22,Texas Rangers,7,St. Louis Cardinals,16
4764,2011-10-23,Texas Rangers,4,St. Louis Cardinals,0
4765,2011-10-24,Texas Rangers,4,St. Louis Cardinals,2
4766,2011-10-27,St. Louis Cardinals,10,Texas Rangers,9
4767,2011-10-28,St. Louis Cardinals,6,Texas Rangers,2
4768,2012-02-28,Philadelphia Phillies,6,,1
4769,2012-03-01,Oakland Athletics,5,Seattle Mariners,8
4770,2012-03-28,Oakland Athletics,1,Seattle Mariners,3
4771,2012-03-29,Oakland Athletics,4,Seattle Mariners,1
4772,2012-04-04,Miami Marlins,1,St. Louis Cardinals,4
4773,2012-04-05,Detroit Tigers,3,Boston Red Sox,2
4774,2012-04-05,New York Mets,1,Atlanta Braves,0
4775,2012-04-05,Pittsburgh Pirates,0,Philadelphia Phillies,1
4776,2012-04-05,Chicago Cubs,1,Washington Nationals,2
4777,2012-04-05,Cleveland Guardians,4,Toronto Blue Jays,7
4778,2012-04-05,Cincinnati Reds,4,Miami Marlins,0
4779,2012-04-05,San Diego Padres,3,Los Angeles Dodgers,5
4780,2012-04-06,Texas Rangers,3,Chicago White Sox,2
4781,2012-04-06,Baltimore Orioles,4,Minnesota Twins,2
4782,2012-04-06,Tampa Bay Rays,7,New York Yankees,6
4783,2012-04-06,Milwaukee Brewers,5,St. Louis Cardinals,11
4784,2012-04-06,Houston Astros,3,Colorado Rockies,5
4785,2012-04-06,Arizona Diamondbacks,5,San Francisco Giants,4
4786,2012-04-06,Los Angeles Angels,5,Kansas City Royals,0
4787,2012-04-06,San Diego Padres,0,Los Angeles Dodgers,6
4788,2012-04-06,Oakland Athletics,3,Seattle Mariners,7
4789,2012-04-07,Chicago Cubs,4,Washington Nationals,7
4790,2012-04-07,Cleveland Guardians,4,Toronto Blue Jays,7
4791,2012-04-07,New York Mets,4,Atlanta Braves,2
4792,2012-04-07,Detroit Tigers,10,Boston Red Sox,0
4793,2012-04-07,Los Angeles Angels,3,Kansas City Royals,6
4794,2012-04-07,Arizona Diamondbacks,5,San Francisco Giants,4
4795,2012-04-07,Milwaukee Brewers,6,St. Louis Cardinals,0
4796,2012-04-07,Houston Astros,7,Colorado Rockies,3
4797,2012-04-07,Baltimore Orioles,8,Minnesota Twins,2
4798,2012-04-07,Pittsburgh Pirates,2,Philadelphia Phillies,1
4799,2012-04-07,Cincinnati Reds,3,Miami Marlins,8
4800,2012-04-07,Tampa Bay Rays,8,New York Yankees,6
4801,2012-04-07,Texas Rangers,3,Chicago White Sox,4
4802,2012-04-07,San Diego Padres,5,Los Angeles Dodgers,6
4803,2012-04-07,Oakland Athletics,7,Seattle Mariners,8
4804,2012-04-08,Detroit Tigers,13,Boston Red Sox,12
4805,2012-04-08,Cleveland Guardians,4,Toronto Blue Jays,3
4806,2012-04-08,New York Mets,7,Atlanta Braves,5
4807,2012-04-08,Cincinnati Reds,6,Miami Marlins,5
4808,2012-04-08,Baltimore Orioles,3,Minnesota Twins,1
4809,2012-04-08,Pittsburgh Pirates,5,Philadelphia Phillies,4
4810,2012-04-08,Tampa Bay Rays,3,New York Yankees,0
4811,2012-04-08,Houston Astros,3,Colorado Rockies,2
4812,2012-04-08,Milwaukee Brewers,3,St. Louis Cardinals,9
4813,2012-04-08,Chicago Cubs,4,Washington Nationals,3
4814,2012-04-08,Los Angeles Angels,3,Kansas City Royals,7
4815,2012-04-08,San Diego Padres,8,Los Angeles Dodgers,4
4816,2012-04-08,Arizona Diamondbacks,7,San Francisco Giants,6
4817,2012-04-08,Texas Rangers,5,Chicago White Sox,0
4818,2012-04-09,Philadelphia Phillies,2,Miami Marlins,6
4819,2012-04-09,Colorado Rockies,0,San Francisco Giants,7
4820,2012-04-09,Minnesota Twins,1,Los Angeles Angels,5
4821,2012-04-09,Cleveland Guardians,2,Chicago White Sox,4
4822,2012-04-09,Baltimore Orioles,2,New York Yankees,6
4823,2012-04-09,Chicago Cubs,5,Milwaukee Brewers,7
4824,2012-04-09,Toronto Blue Jays,2,Boston Red Sox,4
4825,2012-04-09,New York Mets,4,Washington Nationals,3
4826,2012-04-09,Cincinnati Reds,1,St. Louis Cardinals,7
4827,2012-04-09,Texas Rangers,11,Seattle Mariners,5
4828,2012-04-09,Houston Astros,8,Atlanta Braves,3
4829,2012-04-09,Oakland Athletics,1,Kansas City Royals,0
4830,2012-04-10,Detroit Tigers,5,Tampa Bay Rays,2
4831,2012-04-10,Los Angeles Dodgers,2,Pittsburgh Pirates,1
4832,2012-04-10,Baltimore Orioles,4,New York Yankees,5
4833,2012-04-10,Toronto Blue Jays,7,Boston Red Sox,3
4834,2012-04-10,New York Mets,2,Washington Nationals,6
4835,2012-04-10,Cincinnati Reds,1,St. Louis Cardinals,3
4836,2012-04-10,Texas Rangers,1,Seattle Mariners,0
4837,2012-04-10,Houston Astros,4,Atlanta Braves,6
4838,2012-04-10,Chicago Cubs,4,Milwaukee Brewers,7
4839,2012-04-10,Oakland Athletics,0,Kansas City Royals,3
4840,2012-04-10,San Diego Padres,2,Arizona Diamondbacks,4
4841,2012-04-11,Cleveland Guardians,6,Chicago White Sox,10
4842,2012-04-11,Cincinnati Reds,4,St. Louis Cardinals,3
4843,2012-04-11,Toronto Blue Jays,3,Boston Red Sox,1
4844,2012-04-11,Detroit Tigers,2,Tampa Bay Rays,4
4845,2012-04-11,New York Mets,0,Washington Nationals,4
4846,2012-04-11,Chicago Cubs,1,Milwaukee Brewers,2
4847,2012-04-11,Oakland Athletics,5,Kansas City Royals,4
4848,2012-04-11,San Diego Padres,2,Arizona Diamondbacks,1
4849,2012-04-11,Philadelphia Phillies,7,Miami Marlins,1
4850,2012-04-11,Baltimore Orioles,4,New York Yankees,6
4851,2012-04-11,Texas Rangers,3,Seattle Mariners,4
4852,2012-04-11,Houston Astros,3,Atlanta Braves,6
4853,2012-04-11,Minnesota Twins,6,Los Angeles Angels,5
4854,2012-04-11,Colorado Rockies,17,San Francisco Giants,8
4855,2012-04-11,Los Angeles Dodgers,4,Pittsburgh Pirates,1
4856,2012-04-12,Washington Nationals,3,Cincinnati Reds,2
4857,2012-04-12,Detroit Tigers,7,Tampa Bay Rays,2
4858,2012-04-12,Minnesota Twins,10,Los Angeles Angels,9
4859,2012-04-12,Texas Rangers,5,Seattle Mariners,3
4860,2012-04-12,Chicago Cubs,8,Milwaukee Brewers,0
4861,2012-04-12,Colorado Rockies,2,San Francisco Giants,4
4862,2012-04-12,Philadelphia Phillies,3,Miami Marlins,1
4863,2012-04-12,San Diego Padres,1,Arizona Diamondbacks,3
4864,2012-04-12,Los Angeles Dodgers,3,Pittsburgh Pirates,2
4865,2012-04-13,New York Yankees,5,Los Angeles Angels,0
4866,2012-04-13,Boston Red Sox,12,Tampa Bay Rays,2
4867,2012-04-13,Chicago White Sox,5,Detroit Tigers,2
4868,2012-04-13,St. Louis Cardinals,5,Chicago Cubs,9
4869,2012-04-13,Kansas City Royals,3,Cleveland Guardians,8
4870,2012-04-13,San Francisco Giants,5,Pittsburgh Pirates,0
4871,2012-04-13,Washington Nationals,2,Cincinnati Reds,1
4872,2012-04-13,Philadelphia Phillies,2,New York Mets,5
4873,2012-04-13,Toronto Blue Jays,5,Baltimore Orioles,7
4874,2012-04-13,Miami Marlins,5,Houston Astros,4
4875,2012-04-13,Atlanta Braves,10,Milwaukee Brewers,8
4876,2012-04-13,Minnesota Twins,1,Texas Rangers,4
4877,2012-04-13,Colorado Rockies,7,Arizona Diamondbacks,6
4878,2012-04-13,Los Angeles Dodgers,9,San Diego Padres,8
4879,2012-04-13,Seattle Mariners,0,Oakland Athletics,4
4880,2012-04-14,St. Louis Cardinals,5,Chicago Cubs,1
4881,2012-04-14,New York Yankees,1,Los Angeles Angels,7
4882,2012-04-14,Minnesota Twins,2,Texas Rangers,6
4883,2012-04-14,Washington Nationals,4,Cincinnati Reds,1
4884,2012-04-14,Boston Red Sox,13,Tampa Bay Rays,5
4885,2012-04-14,Philadelphia Phillies,0,New York Mets,5
4886,2012-04-14,Toronto Blue Jays,4,Baltimore Orioles,6
4887,2012-04-14,Chicago White Sox,5,Detroit Tigers,1
4888,2012-04-14,Kansas City Royals,9,Cleveland Guardians,11
4889,2012-04-14,Miami Marlins,4,Houston Astros,5
4890,2012-04-14,Atlanta Braves,2,Milwaukee Brewers,1
4891,2012-04-14,Colorado Rockies,8,Arizona Diamondbacks,7
4892,2012-04-14,San Francisco Giants,4,Pittsburgh Pirates,3
4893,2012-04-14,Los Angeles Dodgers,6,San Diego Padres,1
4894,2012-04-14,Seattle Mariners,4,Oakland Athletics,0
4895,2012-04-15,Toronto Blue Jays,9,Baltimore Orioles,2
4896,2012-04-15,Miami Marlins,5,Houston Astros,4
4897,2012-04-15,Washington Nationals,5,Cincinnati Reds,8
4898,2012-04-15,Boston Red Sox,6,Tampa Bay Rays,4
4899,2012-04-15,Philadelphia Phillies,8,New York Mets,2
4900,2012-04-15,Atlanta Braves,7,Milwaukee Brewers,4
4901,2012-04-15,Kansas City Royals,7,Cleveland Guardians,13
4902,2012-04-15,Minnesota Twins,3,Texas Rangers,4
4903,2012-04-15,Chicago White Sox,2,Detroit Tigers,5
4904,2012-04-15,St. Louis Cardinals,10,Chicago Cubs,3
4905,2012-04-15,Colorado Rockies,2,Arizona Diamondbacks,5
4906,2012-04-15,San Francisco Giants,1,Pittsburgh Pirates,4
4907,2012-04-15,Los Angeles Dodgers,5,San Diego Padres,4
4908,2012-04-15,Seattle Mariners,5,Oakland Athletics,3
4909,2012-04-15,New York Yankees,11,Los Angeles Angels,5
4910,2012-04-16,Boston Red Sox,0,Tampa Bay Rays,1
4911,2012-04-16,Washington Nationals,6,Houston Astros,3
4912,2012-04-16,New York Yankees,3,Minnesota Twins,7
4913,2012-04-16,Atlanta Braves,1,New York Mets,6
4914,2012-04-16,Kansas City Royals,2,Detroit Tigers,3
4915,2012-04-16,Chicago White Sox,4,Baltimore Orioles,10
4916,2012-04-16,Colorado Rockies,1,San Diego Padres,7
4917,2012-04-16,Arizona Diamondbacks,5,Pittsburgh Pirates,1
4918,2012-04-16,Los Angeles Angels,6,Oakland Athletics,0
4919,2012-04-16,San Francisco Giants,2,Philadelphia Phillies,5
4920,2012-04-17,Washington Nationals,1,Houston Astros,0
4921,2012-04-17,New York Yankees,8,Minnesota Twins,3
4922,2012-04-17,Toronto Blue Jays,7,Tampa Bay Rays,3
4923,2012-04-17,Boston Red Sox,3,Texas Rangers,18
4924,2012-04-17,Atlanta Braves,9,New York Mets,3
4925,2012-04-17,Miami Marlins,5,Chicago Cubs,2
4926,2012-04-17,Kansas City Royals,1,Detroit Tigers,3
4927,2012-04-17,Chicago White Sox,2,Baltimore Orioles,3
4928,2012-04-17,Milwaukee Brewers,5,Los Angeles Dodgers,4
4929,2012-04-17,St. Louis Cardinals,2,Cincinnati Reds,1
4930,2012-04-17,Colorado Rockies,5,San Diego Padres,3
4931,2012-04-17,Arizona Diamondbacks,4,Pittsburgh Pirates,5
4932,2012-04-17,Los Angeles Angels,3,Oakland Athletics,5
4933,2012-04-17,Seattle Mariners,8,Cleveland Guardians,9
4934,2012-04-17,San Francisco Giants,4,Philadelphia Phillies,2
4935,2012-04-18,Atlanta Braves,14,New York Mets,6
4936,2012-04-18,Arizona Diamondbacks,1,Pittsburgh Pirates,2
4937,2012-04-18,Washington Nationals,3,Houston Astros,2
4938,2012-04-18,New York Yankees,5,Minnesota Twins,6
4939,2012-04-18,Toronto Blue Jays,2,Tampa Bay Rays,12
4940,2012-04-18,Boston Red Sox,3,Texas Rangers,6
4941,2012-04-18,Miami Marlins,9,Chicago Cubs,1
4942,2012-04-18,Kansas City Royals,3,Detroit Tigers,4
4943,2012-04-18,Chicago White Sox,8,Baltimore Orioles,1
4944,2012-04-18,Milwaukee Brewers,3,Los Angeles Dodgers,2
4945,2012-04-18,St. Louis Cardinals,11,Cincinnati Reds,1
4946,2012-04-18,Colorado Rockies,8,San Diego Padres,4
4947,2012-04-18,Los Angeles Angels,0,Oakland Athletics,6
4948,2012-04-18,Seattle Mariners,4,Cleveland Guardians,1
4949,2012-04-18,San Francisco Giants,1,Philadelphia Phillies,0
4950,2012-04-19,Miami Marlins,5,Chicago Cubs,3
4951,2012-04-19,Milwaukee Brewers,3,Los Angeles Dodgers,4
4952,2012-04-19,St. Louis Cardinals,3,Cincinnati Reds,6
4953,2012-04-19,Chicago White Sox,3,Baltimore Orioles,5
4954,2012-04-19,Washington Nationals,4,Houston Astros,11
4955,2012-04-19,Detroit Tigers,3,Texas Rangers,10
4956,2012-04-19,New York Yankees,7,Minnesota Twins,6
4957,2012-04-19,Toronto Blue Jays,4,Tampa Bay Rays,9
4958,2012-04-19,Arizona Diamondbacks,2,Atlanta Braves,10
4959,2012-04-19,Los Angeles Angels,2,Oakland Athletics,4
4960,2012-04-19,San Diego Padres,0,Philadelphia Phillies,2
4961,2012-04-19,Seattle Mariners,1,Cleveland Guardians,2
4962,2012-04-20,Chicago Cubs,4,Cincinnati Reds,9
4963,2012-04-20,Boston Red Sox,2,New York Yankees,6
4964,2012-04-20,Pittsburgh Pirates,1,St. Louis Cardinals,4
4965,2012-04-20,Washington Nationals,2,Miami Marlins,0
4966,2012-04-20,New York Mets,3,San Francisco Giants,4
4967,2012-04-20,Tampa Bay Rays,4,Minnesota Twins,5
4968,2012-04-20,Houston Astros,1,Los Angeles Dodgers,3
4969,2012-04-20,Kansas City Royals,3,Toronto Blue Jays,4
4970,2012-04-20,Milwaukee Brewers,3,Colorado Rockies,4
4971,2012-04-20,Arizona Diamondbacks,1,Atlanta Braves,9
4972,2012-04-20,Los Angeles Angels,6,Baltimore Orioles,3
4973,2012-04-20,Oakland Athletics,3,Cleveland Guardians,4
4974,2012-04-20,San Diego Padres,1,Philadelphia Phillies,4
4975,2012-04-20,Seattle Mariners,3,Chicago White Sox,7
4976,2012-04-21,Chicago Cubs,6,Cincinnati Reds,1
4977,2012-04-21,Detroit Tigers,4,Texas Rangers,10
4978,2012-04-21,Detroit Tigers,3,Texas Rangers,2
4979,2012-04-21,Washington Nationals,3,Miami Marlins,2
4980,2012-04-21,New York Mets,5,San Francisco Giants,4
4981,2012-04-21,Seattle Mariners,0,Chicago White Sox,4
4982,2012-04-21,Boston Red Sox,9,New York Yankees,15
4983,2012-04-21,Houston Astros,1,Los Angeles Dodgers,5
4984,2012-04-21,Pittsburgh Pirates,2,St. Louis Cardinals,0
4985,2012-04-21,Kansas City Royals,5,Toronto Blue Jays,9
4986,2012-04-21,Tampa Bay Rays,4,Minnesota Twins,1
4987,2012-04-21,Milwaukee Brewers,9,Colorado Rockies,4
4988,2012-04-21,Arizona Diamondbacks,2,Atlanta Braves,3
4989,2012-04-21,San Diego Padres,5,Philadelphia Phillies,1
